Mandarin Headline,English Headline,Content Link,Archive Link,Status,Translator,Link to Translation
隔离病房中的95后：隔离区没法上厕所，纸尿裤是必须的 ,Gen-Z in Isolation Ward: Toilet Can’t Be Used in Isolation Area; Diapers Are a Must ,https://mp.weixin.qq.com/s/Ip5ygFwyV5n6p2RfnZaQoA,https://web.archive.org/web/20200203034209/https://mp.weixin.qq.com/s/Ip5ygFwyV5n6p2RfnZaQoA,Untranslated,,
对话“传谣”被训诫医生：我是在提醒大家注意防范 ,Doctor Admonished for “Spreading Rumors”: I Was Reminding Everyone of Prevention   ,https://mp.weixin.qq.com/s/S5z5jwSUr18pXexTFVa7uQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/S5z5jwSUr18pXexTFVa7uQ,Untranslated,,
武汉医护酒店支援联盟发起人：我们一群人干了良心事 ,Founder of Wuhan Medical Hotel Support Alliance: We Followed Our Conscience,https://mp.weixin.qq.com/s/0fp2WglnapOlldcw1V453A,https://web.archive.org/save/https://mp.weixin.qq.com/s/0fp2WglnapOlldcw1V453A,Untranslated,,
疫情侵扰下的透析之路 ,Getting to Dialysis Treatments During the Epidemic,https://mp.weixin.qq.com/s/R4EJKAwi_IVaAFsaOfoUWg,https://web.archive.org/save/https://mp.weixin.qq.com/s/R4EJKAwi_IVaAFsaOfoUWg,Untranslated,,
一夜疯狂的双黄连：有中药企业大年初二就开始加班生产 ,The Overnight Frenzy of Shuanghuanglian Medicine: Some Chinese Drug Companies Start Overtime Production on the Second Day of Chinese New Year ,https://mp.weixin.qq.com/s/i93IabMRgRt7R3OXO6iq_g,https://web.archive.org/save/https://mp.weixin.qq.com/s/i93IabMRgRt7R3OXO6iq_g,Untranslated,,
02-02 湖北一亿只亟需饲料的蛋鸡 ,100 Million Laying Hens in Need of Feed in Hubei ,https://mp.weixin.qq.com/s/SM0QoFefHyIiCjp8FsnDGw,https://web.archive.org/save/https://mp.weixin.qq.com/s/SM0QoFefHyIiCjp8FsnDGw,Untranslated,,
疫情之下，守护武汉的面孔 ,"Under the Epidemic, Faces of Those Protecting Wuhan",https://mp.weixin.qq.com/s/eY6JN2OlexP9LyU7JxwTlg,https://web.archive.org/save/https://mp.weixin.qq.com/s/eY6JN2OlexP9LyU7JxwTlg,Untranslated,,
一个武汉肺炎康复患者的样本观察：我与新型冠状病毒搏斗的22天,A Sample Observation of a Recovering Pneumonia Patient in Wuhan: My 22-Day Fight Against the New Coronavirus ,https://mp.weixin.qq.com/s/Ps5lUon8LMCxLrPGwqKjMg,https://web.archive.org/save/https://mp.weixin.qq.com/s/Ps5lUon8LMCxLrPGwqKjMg,Untranslated,,
抗击新型冠状病毒的基层医院：发热门诊排长队，防疫物资现短缺，送检需有疫区接触史 ,"Low-Level Hospitals Fighting 2019-nCoV: Long Queues for Fever Departments, Shortage of Supplies, and Contact History for Epidemic Areas Is Required for Testing",https://mp.weixin.qq.com/s/f-mER12NzQPQBjVlXgpUYA,https://web.archive.org/save/https://mp.weixin.qq.com/s/f-mER12NzQPQBjVlXgpUYA,Untranslated,,
武汉除夕故事：照顾发烧的丈夫，妻子穿上一次性塑料雨衣,Wuhan New Year’s Eve Story: Wife Dons Disposable Raincoat to Take Care of Husband Who Has Fever,https://mp.weixin.qq.com/s/9vU-JV6adRw62muBydqT0Q,https://web.archive.org/web/20200203030518/https://mp.weixin.qq.com/s/9vU-JV6adRw62muBydqT0Q,Untranslated,,
自我隔离的抗疫医生：没人去坐市民的爱心车，骂跑要来陪的女朋友,"Doctor Under Self-Quarantine: No Doctor Took a Ride From Volunteers, He Chased Away Girlfriend Who Came to Accompany Him   ",https://mp.weixin.qq.com/s/iq3iNFpnqchhr1_dZDv8HA,https://mp.weixin.qq.com/s/iq3iNFpnqchhr1_dZDv8HA,Untranslated,,
受训诫的武汉医生,The Wuhan Doctor Who Was Warned,,https://d26g9c7mfuzstv.cloudfront.net/ipfs/QmY5JNWSaCPMfcC3SrLCeALfpnS2N93D8BG7n9nibaVwUp/,Untranslated,,
“中国顶级SARS病房”专家童朝晖：目前重症患者没有减少趋势，核酸检测已引入第三方,"Tong Chaohui, the Expert From China’s Top SARS Patient Ward: No Signs of Fewer Patients in Critical Condition, Third Party Companies Started Diagnostic Test. ",https://mp.weixin.qq.com/s/NBdAjSF8WAYYuSq9d2hYYA,https://web.archive.org/save/https://mp.weixin.qq.com/s/NBdAjSF8WAYYuSq9d2hYYA,Untranslated,,
武汉街头的“摆渡人”：每分钟处理1000条信息，不是不怕感染，停了医护人员怎么上班,"Volunteer Drivers in Wuhan: They Receive 1000 Messages Every Minute; They Are Afraid of Being Infected; But If They Stop, How Can Medics Go to Work?",https://mp.weixin.qq.com/s/fUtAhkgUZvpLHEAvX6O-Tg,https://web.archive.org/web/20200203034135/https://mp.weixin.qq.com/s/fUtAhkgUZvpLHEAvX6O-Tg,Untranslated,,
武汉城外的重负：地县乡三级抗疫遭遇的百万返乡潮,Burden Outside of Wuhan: The Millions Returning to Villages and Towns Challenge Disease Control,https://mp.weixin.qq.com/s/o36treeC6mAJSzd92bKLZQ,https://web.archive.org/web/20200203031252/https://mp.weixin.qq.com/s/o36treeC6mAJSzd92bKLZQ,Untranslated,,
新冠病毒出现多例“两阴后变阳”病例，专家称临床不应轻易排除,"Multiple Patients Tested 2019-nCoV Negative Before Testing Positive, Expert Suggests Not to Exclude Negative Results",https://mp.weixin.qq.com/s/ROO6IRPYUHHnJzHnCR88sQ,https://mp.weixin.qq.com/s/ROO6IRPYUHHnJzHnCR88sQ,Untranslated,,
一个武汉红十字会志愿者的自述,Verbal Account From a Wuhan Red Cross Volunteer,https://mp.weixin.qq.com/s/f-5AC4hP2M06Va48CsLRxQ,https://mp.weixin.qq.com/s/f-5AC4hP2M06Va48CsLRxQ,Untranslated,,
口罩每天产800万只，厂商疯狂加班生产,"Producing 8 Million Masks, a Factory Runs on Overdrive ",https://mp.weixin.qq.com/s/pLJOk_83sCkqnyL9_nI6zA,https://web.archive.org/save/https://mp.weixin.qq.com/s/pLJOk_83sCkqnyL9_nI6zA,Untranslated,,
武汉试剂代理商口述：我所知道的新型肺炎确诊盒供应现状 ,Verbal Accounts of a Wuhan Testing Kit Agent: What I Know About the Current Situation on Coronavirus Testing Kits ,https://mp.weixin.qq.com/s/qoukJCLyFhUamB0GetOhLw,https://web.archive.org/save/https://mp.weixin.qq.com/s/qoukJCLyFhUamB0GetOhLw),Untranslated,,
疫袭黄冈：从确诊到住院，短缺不止武汉 ,"Huanggang Hit by Epidemic: From Diagnose to Hospitalization, Shortage Goes Beyond Wuhan ",https://mp.weixin.qq.com/s/JxDg96QcU39uo5BJyU6TqA,https://web.archive.org/save/https://mp.weixin.qq.com/s/JxDg96QcU39uo5BJyU6TqA,Untranslated,,
武汉“难忘今宵”：一个年味杂陈的除夕夜 ,"""Unforgettable Night"" in Wuhan: A New Years Eve With Mixed Tastes ",https://mp.weixin.qq.com/s/PKi7uaFhAW7-Tkh9Oy13Rw,https://web.archive.org/save/https://mp.weixin.qq.com/s/PKi7uaFhAW7-Tkh9Oy13Rw,Untranslated,,
回不了家的武汉人 ,Wuhaners Who Cannot Return Home ,https://mp.weixin.qq.com/s/WEZlxPF53garYEWNBkN9HA,https://web.archive.org/save/https://mp.weixin.qq.com/s/WEZlxPF53garYEWNBkN9HA,Untranslated,,
交通停摆之后，武汉医护人员出行难怎么解决 ,After Suspension of All Traffic: How Wuhan Medical Staff Get Around,http://infzm.com/contents/175322,https://web.archive.org/save/http://infzm.com/contents/175322,Untranslated,,
武汉一线医护人员现在缺什么,What Frontline Wuhan Medical Staff Urgently Need ,https://mp.weixin.qq.com/s/UxguDEWZmis84eil08B6qQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/UxguDEWZmis84eil08B6qQ,Untranslated,,
迟到的农村防疫：1个鄂西村医，44名武汉返乡人，来不及测的体温,"Belated Epidemic Prevention in Rural China: One Village Doctor in West Hubei, 44 Returnees From Wuhan, No Time for Temperature Check ",https://mp.weixin.qq.com/s/DplK_A7_Zdlbz--l6ez0_w,https://web.archive.org/save/https://mp.weixin.qq.com/s/DplK_A7_Zdlbz--l6ez0_w,Untranslated,,
到边界拿货，货车司机组队……医疗物资如何打通武汉城 ,Truck Drivers Organize Supply Pickup From the Border -- How Medical Supplies Reach Wuhan ,https://mp.weixin.qq.com/s/GSmKFji5YCbXadOSCWGaBg,https://web.archive.org/save/https://mp.weixin.qq.com/s/GSmKFji5YCbXadOSCWGaBg,Untranslated,,
肺炎疫情亟需心理干预：“处理恐慌也是重大任务” ,"Psychological Intervention Badly Needed in the Face of the Epidemic: ""Dealing With Panic Is Also a Major Task"" ",https://mp.weixin.qq.com/s/aMm-biE3d8svmbKI2TLjRg,https://web.archive.org/save/https://mp.weixin.qq.com/s/aMm-biE3d8svmbKI2TLjRg,Untranslated,,
武汉机动车禁令后，这支四千人志愿车队说：“我们还在” ,"After Motor Vehicles Are Banned, These 4000 Volunteer Drivers Say ""We're Still Here"" ",https://mp.weixin.qq.com/s/MPvdHv_ue0Xsnl--pmWyyA,https://web.archive.org/save/https://mp.weixin.qq.com/s/MPvdHv_ue0Xsnl--pmWyyA,Untranslated,,
医护人员用文件袋自制护目镜——湖北县镇乡村防疫战  ,Medical Workers Make Protective Goggles With Plastic File Holders -- Fighting the Epidemic in Counties and Townships of Hubei ,https://mp.weixin.qq.com/s/fvNVeyEQnkuyAGIeP6Gtug,https://web.archive.org/save/https://mp.weixin.qq.com/s/fvNVeyEQnkuyAGIeP6Gtug,Untranslated,,
武汉再造“小汤山”，当年的设计师叮嘱“保证安全是首位”,"Another Xiaotangshan Is Being Built in Wuhan. Its Architect Stresses ""Safety as Priority""",https://mp.weixin.qq.com/s/ptfu9KG4taWQP157yuLA7w,https://web.archive.org/save/https://mp.weixin.qq.com/s/ptfu9KG4taWQP157yuLA7w,Untranslated,,
 当饭圈遭遇疫情：做就是全部，公益无攀比 ,When the Fan Groups Meet the Epidemic: Action Is All That Matters -- No Competition Between Groups ,https://mp.weixin.qq.com/s/WXvKDeeL5kyqvR9csV8img,https://web.archive.org/save/https://mp.weixin.qq.com/s/WXvKDeeL5kyqvR9csV8img,Untranslated,,
襄阳：如何成为湖北唯一不“封城”的地级市 ,Xiangyang: How It Became the Only City That's Not Locked Down ,https://mp.weixin.qq.com/s/mjJ0UFgVDZYobb9vDgfVAg,https://web.archive.org/save/https://mp.weixin.qq.com/s/mjJ0UFgVDZYobb9vDgfVAg,Untranslated,,
“收留”回不了家的武汉人 ,"""Giving a Shelter"" to the Wuhan People Who Could Not Go Home ",https://mp.weixin.qq.com/s/hn_f5kscSBVHOVKlFrj78g,https://web.archive.org/save/https://mp.weixin.qq.com/s/hn_f5kscSBVHOVKlFrj78g,Untranslated,,
转染色体牛有望对抗新型冠状病毒 ,Transchromosomal Cows May Help Fight the Virus ,https://mp.weixin.qq.com/s/zGfwiKsXaXf6SQN3vpcaFQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/zGfwiKsXaXf6SQN3vpcaFQ,Untranslated,,
买票都实名制了，为何还借媒体找密切接触者？,Purchasing Tickets Requires a Name. Why Do We Need the Media to Help Find Fellow Passengers?,https://mp.weixin.qq.com/s/wDJOGB5HGvHHavPvs8bInQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/wDJOGB5HGvHHavPvs8bInQ,Untranslated,,
那些志愿“以命相托”的武汉司机,Volunteer Drivers in Wuhan Form Help Groups via Social Media and Risk Their Lives to Help Strangers ,https://mp.weixin.qq.com/s/2MVPC1kk1O7t99bZabyvWQ,https://web.archive.org/web/20200203042044/https://mp.weixin.qq.com/s/2MVPC1kk1O7t99bZabyvWQ,Untranslated,,
 防控疫情不力，全国至少33名干部受处分 ,At Least 33 Officials Punished for Having Failed at Epidemic Control,https://mp.weixin.qq.com/s/5XiDAr82HVoWOSzi5QjLzw,https://web.archive.org/save/https://mp.weixin.qq.com/s/5XiDAr82HVoWOSzi5QjLzw,Untranslated,,
疫情重压下的武汉殡葬服务：封城影响处理时间，患者遗体限定殡仪馆接收 ,Wuhan Cremation Service Is Under Huge Pressure from the Epidemic: Lockdown Slows the Process and Funeral Parlors Face Restrictions on Receiving Bodies of Patients,https://mp.weixin.qq.com/s/yZoJtfEubQZt6snw4qFI6Q,https://web.archive.org/web/20200203030935/https://mp.weixin.qq.com/s/yZoJtfEubQZt6snw4qFI6Q,Untranslated,,
湖北基层医院采购医生：封城后，到高速服务区“抢”口罩 ,"Purchasing Staff of Hubei Local Hospitals: After the Lockdown, We ""Grab"" Masks at Highway Service Station ",https://mp.weixin.qq.com/s/0Poh4jtzw8iIVL5vAKcnag,https://web.archive.org/save/https://mp.weixin.qq.com/s/0Poh4jtzw8iIVL5vAKcnag,Untranslated,,
"武汉启动“分级诊疗”后：社区医院物资短缺,有的护士防护服打上了补丁 ",Diagnosis and Treatment Must Be Done at Different Levels: Community Clinic Face Supply Shortage and Some Nurses Wear Patched-Up Protection Suits ,https://mp.weixin.qq.com/s/t4P2rm0-AQ6Q-dojMKTT3A,https://web.archive.org/save/https://mp.weixin.qq.com/s/t4P2rm0-AQ6Q-dojMKTT3A,Untranslated,,
武汉市红十字会工作人员： “我们的职能就是收，我们没有权力去决定发” ,"Staff at Wuhan Red Cross Says: ""Our Job Is to Receive Donations and We Have No Rights to Distribute""",https://mp.weixin.qq.com/s/0LyZtMNH87vnDwPNPymYHg,https://web.archive.org/web/20200203040034/https://mp.weixin.qq.com/s/0LyZtMNH87vnDwPNPymYHg,Untranslated,,
武汉一线医生眼中的困难：“最主要是供氧问题” ,"Challenge in the Eyes of Frontline Doctors in Wuhan: ""Main Issue Is Oxygen Supply"" ",https://mp.weixin.qq.com/s/TlmSt1ZK7q8Dhp8vvuK1tA,https://web.archive.org/save/https://mp.weixin.qq.com/s/TlmSt1ZK7q8Dhp8vvuK1tA,Untranslated,,
湖北有很多鸡，怕撑不过正月十五了,Large Number of Chickens in Hubei May Not Survive Past the Lantern Festival ,https://mp.weixin.qq.com/s/mpXkMWlsMTZw1hs8tiThKA,https://web.archive.org/save/https://mp.weixin.qq.com/s/mpXkMWlsMTZw1hs8tiThKA,Untranslated,,
“不是告急，是没有了”——武汉协和医院救援物资之困 ,"""Not Just Urgent. We Ran out"" -- the Supply Problem Facing Wuhan Xiehe Hospital ",https://mp.weixin.qq.com/s/UIrw86g_l_uEX-z29_N9yQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/UIrw86g_l_uEX-z29_N9yQ,Untranslated,,
独家深访：从发现到封城，武汉一线医护复盘疫情为何爆发 ,Exclusive and In-Depth: From Early Signs to City Lockdown -- Frontline Medical Staff Reveals How the Epidemic Started and Spread ,https://mp.weixin.qq.com/s/tKNwe5bY-rCqhl-juJWqrg,https://web.archive.org/save/https://mp.weixin.qq.com/s/tKNwe5bY-rCqhl-juJWqrg,Untranslated,,
面对疫情，疾控中心是怎么工作的 ,"In the Face of the Epidemic, How the Disease Control Center Operates ",https://mp.weixin.qq.com/s/P-P8N6UCsEXrxYGNEAKFiw,https://web.archive.org/save/https://mp.weixin.qq.com/s/P-P8N6UCsEXrxYGNEAKFiw,Untranslated,,
疫情风暴眼中的武汉居民生活,Life of Wuhan Residents at the Epicenter of the Epidemic ,https://mp.weixin.qq.com/s/kwBENUa9-Y8YRU5AfUEp2Q,https://web.archive.org/web/20200203025826/https://mp.weixin.qq.com/s/kwBENUa9-Y8YRU5AfUEp2Q,Untranslated,,
医护人员住宿需求大，逾235家武汉酒店自发免费接待医护工作者,"To Meet Medical Staff's Huge Demand for Accommodation, Over 235 Hotels in Wuhan Volunteer to Offer Free Living ",https://mp.weixin.qq.com/s/1VnblN_kMRVXqq-duvdqpg,https://web.archive.org/web/20200203025942/https://mp.weixin.qq.com/s/1VnblN_kMRVXqq-duvdqpg,Untranslated,,
武汉之外：多地村镇缺少隔离措施、防疫宣传，县级医院物资短缺 ,Beyond Wuhan: Lack of Isolation Measures and Prevention Education; Supply Shortage in County Level Hospitals ,https://mp.weixin.qq.com/s/A2qcD4OIxErShAKunptGGQ,https://web.archive.org/web/20200203030025/https://mp.weixin.qq.com/s/A2qcD4OIxErShAKunptGGQ,Untranslated,,
危机下的民间志愿者：把自己逼成超级对接平台 ,Non-Governmental Volunteers in the Face of Crisis: Turning Ourselves Into Super Docking Platforms ,https://mp.weixin.qq.com/s/z2lBpuEy10sMIIGxrtyW3g,https://web.archive.org/web/20200203030155/https://mp.weixin.qq.com/s/z2lBpuEy10sMIIGxrtyW3g,Untranslated,,
线上问诊：抗击疫情的“第二战场” ,"Online Diagnosis: ""the Second Battlefield"" of the Epidemic Fight",https://mp.weixin.qq.com/s/8NGohUZvOmbc7f2I7Foabg,https://web.archive.org/save/https://mp.weixin.qq.com/s/8NGohUZvOmbc7f2I7Foabg,Untranslated,,
林俊杰、孙燕姿为疫情写歌：没有被禁锢的城，只有不离开的爱,"Sun Junjie and Sun Yanzi Write Songs for the Epidemic Fight: No Locked-Down Cities, Only Inseparable Love ",https://mp.weixin.qq.com/s/7kA5-ZsZqiK_T1lVPTnyWQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/7kA5-ZsZqiK_T1lVPTnyWQ,Untranslated,,
封城下的“出行难题”和急需去医院的人们,"""Travel Difficulties"" Under Lockdown and Those Who Must Visit Hospitals ",https://mp.weixin.qq.com/s/01doIwJFHoOfzZWiWUuPqQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/01doIwJFHoOfzZWiWUuPqQ,Untranslated,,
“不透析就是在等死” ，尿毒症患者的封城困境 ,"""Waiting to Die Without Dialysis"" -- Dilemma for Uremia Patients Under Lockdown",https://mp.weixin.qq.com/s/ee7A9K-ZmTgg_p8CL2gpnA,https://web.archive.org/save/https://mp.weixin.qq.com/s/ee7A9K-ZmTgg_p8CL2gpnA,Untranslated,,
疫情之下，闯关到“前线”的海外捐赠物资 ,"Overseas Supply Donations That Have Crossed the Border and Reached the ""Frontline"" While the Epidemic Spreads ",https://mp.weixin.qq.com/s/MfPOSTHpGXZxfLjxCmUn2A,https://web.archive.org/save/https://mp.weixin.qq.com/s/MfPOSTHpGXZxfLjxCmUn2A,Untranslated,,
“她不怕我们！”被刷屏的湛江，这样对待湖北籍旅客 ,"""She’s Not Afraid of Us!"" –– Zhanjiang, Trending on Social Media, Treats Hubei Travelers Like This",https://mp.weixin.qq.com/s/oqwmmL8xs0JYllpAhTkOWg,https://web.archive.org/save/https://mp.weixin.qq.com/s/oqwmmL8xs0JYllpAhTkOWg,Untranslated,,
春节健康特稿|压床：ICU不能承受之重 ,Special Spring Festival Health Coverage: The Unbearable Lightness of the ICU,http://weekly.caixin.com/2019-01-19/101371897.html,https://docs.google.com/document/d/1gp3yIt300Z8W2R3h1QCeXTSlHrMWrMkhPO_40CKlkto/edit?usp=sharing,Untranslated,,
记者手记|野味成武汉肺炎元凶 你见过香港菜市场这么卖活物吗？,Reporter's Notes | Games Becoming the Culprit in the Wuhan Pneumonia Epidemic; Have You Ever Seen Sales of Life Animals Like These in Hong Kong Food Markets? ,http://www.caixin.com/2020-01-22/101507417.html,https://web.archive.org/save/http://www.caixin.com/2020-01-22/101507417.html,Untranslated,,
解读|武汉肺炎是如何确诊和发布的 ,Analysis | How the Wuhan Pneumonia Is Being Diagnosed and Tallied,http://www.caixin.com/2020-01-23/101507556.html,https://web.archive.org/save/http://www.caixin.com/2020-01-23/101507556.html,Untranslated,,
武汉百步亭“万家宴”过后 当地药店口罩脱销 ,武汉百步亭“万家宴”过后 当地药店口罩脱销 ,http://www.caixin.com/2020-01-23/101507508.html,https://web.archive.org/save/http://www.caixin.com/2020-01-23/101507508.html,Untranslated,,
发热患者定点医院里的故事 ,Stories of Fever Patients in Designated Hospitals,http://www.caixin.com/2020-01-24/101508140.html,https://web.archive.org/save/http://www.caixin.com/2020-01-24/101508140.html,Untranslated,,
汉口医院直击：何时不再一床难求 ,Direct Report From Hankou Hospital: When Would Hospital Beds Stop Being So Hard to Find? ,http://www.caixin.com/2020-01-24/101508168.html,https://web.archive.org/save/http://www.caixin.com/2020-01-24/101508168.html,Untranslated,,
湖北抗击肺炎疫情这一周：防控措施如何升级 ,A Week of Fighting the Pneumonia Epidemic in Hubei: How Prevention and Control Measures Are Escalated ,http://www.caixin.com/2020-01-26/101508442.html,https://web.archive.org/web/20200129161928/http://www.caixin.com/2020-01-26/101508442.html,Untranslated,,
抗击“武汉肺炎”   多险企为医护人员提供保险保障 ,"Fighting ""Wuhan Pneumonia"": Multi-Risk Insurance Companies Provide Coverage for Medical Staff",http://www.caixin.com/2020-01-27/101508806.html,https://web.archive.org/web/20200127163147/http://www.caixin.com/2020-01-27/101508806.html,Untranslated,,
超万名医生线上问诊 补充湖北医疗资源,"Over 10,000 Doctors Providing Online Consultation to Supplement Medical Resources for Hubei",http://www.caixin.com/2020-01-28/101508924.html,https://web.archive.org/save/http://www.caixin.com/2020-01-28/101508924.html,Untranslated,,
特写|疫情重压下的武汉社区：老人高烧死在家里之后,Feature | Wuhan Community Under the Weight of the Epidemic: An Elderly Died of High Fever at Home,http://www.caixin.com/2020-01-29/101509272.html,https://web.archive.org/web/20200201024101/http://www.caixin.com/2020-01-29/101509272.html,Untranslated,,
 新春新知|解药：新药和疫苗远水难救近火 专家吁政府长期投入 ,New Year New Information | Antidote: New Medicine and New Vaccines Are Far Away and Cannot Help Solve the Current Crisis; Experts Urge the Government to Engage in Long-Term Investment        ,http://www.caixin.com/2020-01-30/101509498.html,https://web.archive.org/save/http://www.caixin.com/2020-01-30/101509498.html,Untranslated,,
独家|中国疾控中心高福、冯子健回应论文风波 ,Exclusive | Gao Fu & Feng Zijian from Chinese CDC Respond to the Paper Publication Controversy,http://www.caixin.com/2020-01-31/101509841.html,https://web.archive.org/save/http://www.caixin.com/2020-01-31/101509841.html,Untranslated,,
交通管制重创湖北家禽养殖业  鸡蛋积压鸡苗难消化 ,Traffic Control Hits Hubei's Poultry Industry; Backlogs of Eggs and Chicks Hard to Resolve,http://www.caixin.com/2020-02-01/101510167.html,https://web.archive.org/save/http://www.caixin.com/2020-02-01/101510167.html,Untranslated,,
 封面报道之一|现场篇：武汉围城,Cover Story Part 1: Wuhan Lockdown,http://weekly.caixin.com/2020-02-01/101510145.html,https://web.archive.org/web/20200203040240/http://weekly.caixin.com/2020-02-01/101510145.html,Untranslated,,
,"In Depth: How Wuhan Lost the Fight to Contain the Coronavirus (Paywall, already in English)",https://www.caixinglobal.com/2020-02-03/in-depth-how-wuhan-lost-the-fight-to-contain-the-coronavirus-101510749.html,Paywall,Translated & Edited,Caixin,See content link (paywall)
封面报道之二|疑似病人难题：谁来关心移动的传染源？,Cover Story Part 2: The Problem of Suspected Patients: Who Cares About Mobile Sources of Infection?,http://weekly.caixin.com/2020-02-01/101510146.html,https://web.archive.org/web/20200203025213/http://weekly.caixin.com/2020-02-01/101510146.html,Untranslated,,
封面报道之三|溯源新冠病毒,Cover Story Part 3: Tracing the Source of 2019-nCoV,http://weekly.caixin.com/2020-02-01/101510144.html,https://web.archive.org/web/20200203032202/http://weekly.caixin.com/2020-02-01/101510144.html,Untranslated,,
,"In Depth: Tracing the Coronavirus’s Origins (Paywall, already in English)",https://www.caixinglobal.com/2020-02-05/in-depth-tracing-the-coronaviruss-origins-101511889.html,Paywall,Translated & Edited,Caixin,See content link (paywall)
封面报道之四| 全球共济,Cover Story Part 4: Global Aid,http://weekly.caixin.com/2020-02-01/101510143.html,https://web.archive.org/web/20200202090237/http://weekly.caixin.com/2020-02-01/101510143.html,Untranslated,,
,"In Depth: How the WHO’s Global Health Emergency Decision Unfolded (Paywall, already in English)",https://www.caixinglobal.com/2020-02-04/in-depth-how-the-whos-global-health-emergency-decision-unfolded-101511204.html,Paywall,Translated & Edited,Caixin,See content link (paywall)
“我丈夫感染了新型冠状病毒，治愈了” ,"My Husband Contracted the New Coronavirus, and Was Cured",https://mp.weixin.qq.com/s/zy0Pj-9CGT5rDC3j5ULnJg,https://web.archive.org/save/https://mp.weixin.qq.com/s/zy0Pj-9CGT5rDC3j5ULnJg,Untranslated,,
口罩告急！武汉医生每日发愁防护物资短缺 ,Masks Are Running Out! | Wuhan Doctors Worry Daily About Shortage of Protective Supplies,https://mp.weixin.qq.com/s/OG_c3iE4WB3AMpFgKcu4pQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/OG_c3iE4WB3AMpFgKcu4pQ,Untranslated,,
武汉“封城”首日实录：医院少床位、防护缺资源、病患难隔离 ,Live Reporting From the First Day of Wuhan's City Closure: Few Beds Available in Hospitals; Lack of Protection Resources; And Difficulty in Isolating Patients,https://mp.weixin.qq.com/s/4G0TJbxHw1JZZRbrGYUEeg,https://web.archive.org/save/https://mp.weixin.qq.com/s/4G0TJbxHw1JZZRbrGYUEeg,Untranslated,,
武汉医疗系统应急：七家定点医院仓促改造，临时医院将开建,Wuhan Medical System's Emergency Response: Seven Designated Hospitals Being Renovated in Haste; Temporary Hospitals to Be Opened,https://mp.weixin.qq.com/s/T07-8osVsnHpw5caup2Drw,https://web.archive.org/save/https://mp.weixin.qq.com/s/T07-8osVsnHpw5caup2Drw,Untranslated,,
武汉“封城”战疫情：民航铁路高速等出城通道相继关闭 ,"Wuhan “Fengcheng” (City Closure) Against Epidemic: Aviation, Railroads, Highways and Other Exit Routes out of the City Have Been Closed",https://mp.weixin.qq.com/s/Bdw7pKnvW8bQPA5ALzzhCQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/Bdw7pKnvW8bQPA5ALzzhCQ,Untranslated,,
不止有武汉：湖北疫区16城实录 （上篇） ,More Than Wuhan: Reports From 16 Cities in Hubei Affected by the Epidemic (Part 1),https://mp.weixin.qq.com/s/1e6gQVfmG50wvcwS7YhTfw,https://web.archive.org/web/20200203025021/https://mp.weixin.qq.com/s/1e6gQVfmG50wvcwS7YhTfw,Untranslated,,
不止有武汉：湖北疫区17城实录（下篇）,More Than Wuhan: Reports From 17 Cities in Hubei Affected by the Epidemic (Part 2),https://mp.weixin.qq.com/s/goz_wgrE239Z_kqcZWe4vg,http://web.archive.org/web/20200203025456/https://mp.weixin.qq.com/s/goz_wgrE239Z_kqcZWe4vg,Untranslated,,
武汉疫情升级，医疗物资募集七日实录 ,Wuhan Epidemic Escalation: Reports on Seven Days of Acquiring Medical Supplies,https://mp.weixin.qq.com/s/aFRfnoBEucQ4GIirzO3OmQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/aFRfnoBEucQ4GIirzO3OmQ,Untranslated,,
全国多地“封村”，防疫效果如何？ ,"""Closing Villages"" in Many Municipalities Across the Nation: How Effective is the Epidemic Prevention?",https://mp.weixin.qq.com/s/yxSxbgWq6BN0vQDMz0edFw,https://web.archive.org/save/https://mp.weixin.qq.com/s/yxSxbgWq6BN0vQDMz0edFw,Untranslated,,
香港特区抗疫实录：削减往来内地交通，争抢口罩蔬菜 ,"Reports on the Fight Against the Epidemic in HKSAR: Reducing Traffic to and From Mainland, Fight to Purchase Masks & Vegetables",https://mp.weixin.qq.com/s/zAdw2FbjkWzKoMbLKWAJpQ,https://web.archive.org/save/https://mp.weixin.qq.com/s/zAdw2FbjkWzKoMbLKWAJpQ,Untranslated,,
谁有权公布疫情信息？,Who Has the Power to Publish Information on the Outbreak?,https://mp.weixin.qq.com/s/mgr1HMuPzQv2G9n5qD80jw,https://web.archive.org/save/https://mp.weixin.qq.com/s/mgr1HMuPzQv2G9n5qD80jw,Untranslated,,
餐饮业疫情寒冬：餐厅营收普降八成，外卖小哥一天只接七单,Outbreak’s Chilling Effect on the Restaurant Industry: Restaurant Revenue Fell 80%; Delivery Guy Only Received Seven Orders in a Day,https://mp.weixin.qq.com/s/DVE6WpaKRDE2oMfjrGEPPw,,Untranslated,,
